Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
  0.00      0.00     0.00        1     0.00     0.00  void __gnu_cxx::new_allocator<std::_List_node<customer> >::destroy<customer>(customer*)
  0.00      0.00     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<customer> >::allocate(unsigned long, void const*)
  0.00      0.00     0.00        1     0.00     0.00  void __gnu_cxx::new_allocator<std::_List_node<customer> >::construct<customer, customer const&>(customer*, customer const&)
  0.00      0.00     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<customer> >::new_allocator()
  0.00      0.00     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<customer> >::~new_allocator()
  0.00      0.00     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<final_order>::_M_max_size() const
  0.00      0.00     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<final_order*>::_M_max_size() const
  0.00      0.00     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<customer> >::_M_max_size() const
  0.00      0.00     0.00        1     0.00     0.00  std::_List_iterator<customer>::operator*() const
  0.00      0.00     0.00        1     0.00     0.00  std::__cxx11::_List_base<customer, std::allocator<customer> >::_M_get_size() const
  0.00      0.00     0.00        1     0.00     0.00  std::__cxx11::list<customer, std::allocator<customer> >::_M_node_count() const
  0.00      0.00     0.00        1     0.00     0.00  std::__cxx11::list<customer, std::allocator<customer> >::size() const
  0.00      0.00     0.00        1     0.00     0.00  std::allocator<order>::allocator()
  0.00      0.00     0.00        1     0.00     0.00  std::allocator<order>::~allocator()
  0.00      0.00     0.00        1     0.00     0.00  std::allocator<std::_List_node<product> >::allocator()
  0.00      0.00     0.00        1     0.00     0.00  std::allocator<std::_List_node<product> >::~allocator()
  0.00      0.00     0.00        1     0.00     0.00  std::allocator<std::_List_node<customer> >::allocator()
  0.00      0.00     0.00        1     0.00     0.00  std::allocator<std::_List_node<customer> >::~allocator()
  0.00      0.00     0.00        1     0.00     0.00  std::_Deque_base<final_order, std::allocator<final_order> >::_Deque_impl::_Deque_impl()
  0.00      0.00     0.00        1     0.00     0.00  std::_Deque_base<final_order, std::allocator<final_order> >::_Deque_impl::~_Deque_impl()
  0.00      0.00     0.00        1     0.00     0.00  std::_Deque_base<final_order, std::allocator<final_order> >::_M_allocate_map(unsigned long)
  0.00      0.00     0.00        1     0.00     0.00  std::_Deque_base<final_order, std::allocator<final_order> >::_M_create_nodes(final_order**, final_order**)
  0.00      0.00     0.00        1     0.00     0.00  std::_Deque_base<final_order, std::allocator<final_order> >::_Deque_impl_data::_Deque_impl_data()
  0.00      0.00     0.00        1     0.00     0.00  std::_Deque_base<final_order, std::allocator<final_order> >::_M_allocate_node()
  0.00      0.00     0.00        1     0.00     0.00  std::_Deque_base<final_order, std::allocator<final_order> >::_M_destroy_nodes(final_order**, final_order**)
  0.00      0.00     0.00        1     0.00     0.00  std::_Deque_base<final_order, std::allocator<final_order> >::_M_deallocate_map(final_order**, unsigned long)
  0.00      0.00     0.00        1     0.00     0.00  std::_Deque_base<final_order, std::allocator<final_order> >::_M_initialize_map(unsigned long)
  0.00      0.00     0.00        1     0.00     0.00  std::_Deque_base<final_order, std::allocator<final_order> >::_M_deallocate_node(final_order*)
  0.00      0.00     0.00        1     0.00     0.00  std::_Deque_base<final_order, std::allocator<final_order> >::_Deque_base()
  0.00      0.00     0.00        1     0.00     0.00  std::_Deque_base<final_order, std::allocator<final_order> >::~_Deque_base()
  0.00      0.00     0.00        1     0.00     0.00  void std::_Destroy_aux<false>::__destroy<order*>(order*, order*)
  0.00      0.00     0.00        1     0.00     0.00  std::_Vector_base<final_order, std::allocator<final_order> >::_Vector_impl::_Vector_impl()
  0.00      0.00     0.00        1     0.00     0.00  std::_Vector_base<final_order, std::allocator<final_order> >::_Vector_impl::~_Vector_impl()
  0.00      0.00     0.00        1     0.00     0.00  std::_Vector_base<final_order, std::allocator<final_order> >::_M_deallocate(final_order*, unsigned long)
  0.00      0.00     0.00        1     0.00     0.00  std::_Vector_base<final_order, std::allocator<final_order> >::_Vector_impl_data::_Vector_impl_data()
  0.00      0.00     0.00        1     0.00     0.00  std::_Vector_base<final_order, std::allocator<final_order> >::_M_get_Tp_allocator()
  0.00      0.00     0.00        1     0.00     0.00  std::_Vector_base<final_order, std::allocator<final_order> >::_Vector_base()
  0.00      0.00     0.00        1     0.00     0.00  std::_Vector_base<final_order, std::allocator<final_order> >::~_Vector_base()
  0.00      0.00     0.00        1     0.00     0.00  std::_Vector_base<order, std::allocator<order> >::_Vector_impl::_Vector_impl()
  0.00      0.00     0.00        1     0.00     0.00  std::_Vector_base<order, std::allocator<order> >::_Vector_impl::~_Vector_impl()
  0.00      0.00     0.00        1     0.00     0.00  std::_Vector_base<order, std::allocator<order> >::_M_deallocate(order*, unsigned long)
  0.00      0.00     0.00        1     0.00     0.00  std::_Vector_base<order, std::allocator<order> >::_Vector_impl_data::_Vector_impl_data()
  0.00      0.00     0.00        1     0.00     0.00  std::_Vector_base<order, std::allocator<order> >::_M_get_Tp_allocator()
  0.00      0.00     0.00        1     0.00     0.00  std::_Vector_base<order, std::allocator<order> >::_Vector_base()
  0.00      0.00     0.00        1     0.00     0.00  std::_Vector_base<order, std::allocator<order> >::~_Vector_base()
  0.00      0.00     0.00        1     0.00     0.00  std::_List_iterator<customer>::operator++()
  0.00      0.00     0.00        1     0.00     0.00  std::__allocated_ptr<std::allocator<std::_List_node<customer> > >::__allocated_ptr(std::allocator<std::_List_node<customer> >&, std::_List_node<customer>*)
  0.00      0.00     0.00        1     0.00     0.00  std::__allocated_ptr<std::allocator<std::_List_node<customer> > >::~__allocated_ptr()
  0.00      0.00     0.00        1     0.00     0.00  std::__allocated_ptr<std::allocator<std::_List_node<customer> > >::operator=(decltype(nullptr))
  0.00      0.00     0.00        1     0.00     0.00  std::allocator_traits<std::allocator<final_order> >::deallocate(std::allocator<final_order>&, final_order*, unsigned long)
  0.00      0.00     0.00        1     0.00     0.00  std::allocator_traits<std::allocator<final_order> >::allocate(std::allocator<final_order>&, unsigned long)
  0.00      0.00     0.00        1     0.00     0.00  std::allocator_traits<std::allocator<final_order*> >::deallocate(std::allocator<final_order*>&, final_order**, unsigned long)
  0.00      0.00     0.00        1     0.00     0.00  std::allocator_traits<std::allocator<final_order*> >::allocate(std::allocator<final_order*>&, unsigned long)
  0.00      0.00     0.00        1     0.00     0.00  std::allocator_traits<std::allocator<std::_List_node<customer> > >::deallocate(std::allocator<std::_List_node<customer> >&, std::_List_node<customer>*, unsigned long)
  0.00      0.00     0.00        1     0.00     0.00  void std::allocator_traits<std::allocator<std::_List_node<customer> > >::destroy<customer>(std::allocator<std::_List_node<customer> >&, customer*)
  0.00      0.00     0.00        1     0.00     0.00  std::allocator_traits<std::allocator<std::_List_node<customer> > >::allocate(std::allocator<std::_List_node<customer> >&, unsigned long)
  0.00      0.00     0.00        1     0.00     0.00  void std::allocator_traits<std::allocator<std::_List_node<customer> > >::construct<customer, customer const&>(std::allocator<std::_List_node<customer> >&, customer*, customer const&)
  0.00      0.00     0.00        1     0.00     0.00  std::deque<final_order, std::allocator<final_order> >::_M_destroy_data(std::_Deque_iterator<final_order, final_order&, final_order*>, std::_Deque_iterator<final_order, final_order&, final_order*>, std::allocator<final_order> const&)
  0.00      0.00     0.00        1     0.00     0.00  std::deque<final_order, std::allocator<final_order> >::_M_destroy_data_aux(std::_Deque_iterator<final_order, final_order&, final_order*>, std::_Deque_iterator<final_order, final_order&, final_order*>)
  0.00      0.00     0.00        1     0.00     0.00  std::deque<final_order, std::allocator<final_order> >::end()
  0.00      0.00     0.00        1     0.00     0.00  std::deque<final_order, std::allocator<final_order> >::begin()
  0.00      0.00     0.00        1     0.00     0.00  std::deque<final_order, std::allocator<final_order> >::deque()
  0.00      0.00     0.00        1     0.00     0.00  std::deque<final_order, std::allocator<final_order> >::~deque()
  0.00      0.00     0.00        1     0.00     0.00  std::mutex::lock()
  0.00      0.00     0.00        1     0.00     0.00  std::mutex::unlock()
  0.00      0.00     0.00        1     0.00     0.00  std::stack<final_order, std::deque<final_order, std::allocator<final_order> > >::stack<std::deque<final_order, std::allocator<final_order> >, void>()
  0.00      0.00     0.00        1     0.00     0.00  std::vector<final_order, std::allocator<final_order> >::vector()
  0.00      0.00     0.00        1     0.00     0.00  std::vector<order, std::allocator<order> >::vector()
  0.00      0.00     0.00        1     0.00     0.00  std::__cxx11::_List_base<product, std::allocator<product> >::_List_impl::_List_impl()
  0.00      0.00     0.00        1     0.00     0.00  std::__cxx11::_List_base<product, std::allocator<product> >::_List_impl::~_List_impl()
  0.00      0.00     0.00        1     0.00     0.00  std::__cxx11::_List_base<product, std::allocator<product> >::_M_clear()
  0.00      0.00     0.00        1     0.00     0.00  std::__cxx11::_List_base<product, std::allocator<product> >::_List_base()
  0.00      0.00     0.00        1     0.00     0.00  std::__cxx11::_List_base<product, std::allocator<product> >::~_List_base()
  0.00      0.00     0.00        1     0.00     0.00  std::__cxx11::_List_base<customer, std::allocator<customer> >::_List_impl::_List_impl()
  0.00      0.00     0.00        1     0.00     0.00  std::__cxx11::_List_base<customer, std::allocator<customer> >::_List_impl::~_List_impl()
  0.00      0.00     0.00        1     0.00     0.00  std::__cxx11::_List_base<customer, std::allocator<customer> >::_M_get_node()
  0.00      0.00     0.00        1     0.00     0.00  std::__cxx11::_List_base<customer, std::allocator<customer> >::_M_inc_size(unsigned long)
  0.00      0.00     0.00        1     0.00     0.00  std::__cxx11::_List_base<customer, std::allocator<customer> >::_M_put_node(std::_List_node<customer>*)
  0.00      0.00     0.00        1     0.00     0.00  std::__cxx11::_List_base<customer, std::allocator<customer> >::_M_clear()
  0.00      0.00     0.00        1     0.00     0.00  std::__cxx11::_List_base<customer, std::allocator<customer> >::_List_base()
  0.00      0.00     0.00        1     0.00     0.00  std::__cxx11::_List_base<customer, std::allocator<customer> >::~_List_base()
  0.00      0.00     0.00        1     0.00     0.00  std::__cxx11::list<product, std::allocator<product> >::list()
  0.00      0.00     0.00        1     0.00     0.00  std::_List_node<customer>* std::__cxx11::list<customer, std::allocator<customer> >::_M_create_node<customer const&>(customer const&)
  0.00      0.00     0.00        1     0.00     0.00  std::__cxx11::list<customer, std::allocator<customer> >::begin()
  0.00      0.00     0.00        1     0.00     0.00  void std::__cxx11::list<customer, std::allocator<customer> >::_M_insert<customer const&>(std::_List_iterator<customer>, customer const&)
  0.00      0.00     0.00        1     0.00     0.00  std::__cxx11::list<customer, std::allocator<customer> >::push_back(customer const&)
  0.00      0.00     0.00        1     0.00     0.00  std::__cxx11::list<customer, std::allocator<customer> >::list()
  0.00      0.00     0.00        1     0.00     0.00  std::allocator<std::_List_node<customer> >* std::__addressof<std::allocator<std::_List_node<customer> > >(std::allocator<std::_List_node<customer> >&)
  0.00      0.00     0.00        1     0.00     0.00  unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&)
  0.00      0.00     0.00        1     0.00     0.00  void std::_Destroy<order*>(order*, order*)
  0.00      0.00     0.00        1     0.00     0.00  void std::_Destroy<order*, order>(order*, order*, std::allocator<order>&)
  0.00      0.00     0.00        1     0.00     0.00  bool std::operator==<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*)
  0.00      0.00     0.00        1     0.00     0.00  bool std::operator!=<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*)
  0.00      0.00     0.00        1     0.00     0.00  operator new(unsigned long, void*)

			Call graph


granularity: each sample hit covers 2 byte(s) no time propagated

index % time    self  children    called     name
                0.00    0.00       1/6           std::_Deque_base<final_order, std::allocator<final_order> >::_M_deallocate_node(final_order*) [97]
                0.00    0.00       1/6           std::_Deque_base<final_order, std::allocator<final_order> >::_M_allocate_node() [93]
                0.00    0.00       2/6           std::_Deque_base<final_order, std::allocator<final_order> >::_M_initialize_map(unsigned long) [96]
                0.00    0.00       2/6           std::_Deque_iterator<final_order, final_order&, final_order*>::_S_buffer_size() [38]
[8]      0.0    0.00    0.00       6         std::__deque_buf_size(unsigned long) [8]
-----------------------------------------------
                0.00    0.00       1/4           std::deque<final_order, std::allocator<final_order> >::begin() [130]
                0.00    0.00       1/4           std::deque<final_order, std::allocator<final_order> >::end() [129]
                0.00    0.00       2/4           std::deque<final_order, std::allocator<final_order> >::_M_destroy_data(std::_Deque_iterator<final_order, final_order&, final_order*>, std::_Deque_iterator<final_order, final_order&, final_order*>, std::allocator<final_order> const&) [127]
[9]      0.0    0.00    0.00       4         std::_Deque_iterator<final_order, final_order&, final_order*>::_Deque_iterator(std::_Deque_iterator<final_order, final_order&, final_order*> const&) [9]
-----------------------------------------------
                0.00    0.00       1/4           void std::__cxx11::list<customer, std::allocator<customer> >::_M_insert<customer const&>(std::_List_iterator<customer>, customer const&) [154]
                0.00    0.00       1/4           std::_List_node<customer>* std::__cxx11::list<customer, std::allocator<customer> >::_M_create_node<customer const&>(customer const&) [152]
                0.00    0.00       1/4           void std::allocator_traits<std::allocator<std::_List_node<customer> > >::construct<customer, customer const&>(std::allocator<std::_List_node<customer> >&, customer*, customer const&) [126]
                0.00    0.00       1/4           void __gnu_cxx::new_allocator<std::_List_node<customer> >::construct<customer, customer const&>(customer*, customer const&) [72]
[10]     0.0    0.00    0.00       4         customer const& std::forward<customer const&>(std::remove_reference<customer const&>::type&) [10]
-----------------------------------------------
                0.00    0.00       1/3           customer::set_cname() [57]
                0.00    0.00       1/3           customer::set_email() [58]
                0.00    0.00       1/3           customer::set_pass() [56]
[11]     0.0    0.00    0.00       3         validations::valid_length(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, int) [11]
-----------------------------------------------
                0.00    0.00       1/3           customer_registration() [50]
                0.00    0.00       1/3           show_customer_list() [49]
                0.00    0.00       1/3           void __gnu_cxx::new_allocator<std::_List_node<customer> >::destroy<customer>(customer*) [70]
[12]     0.0    0.00    0.00       3         customer::~customer() [12]
-----------------------------------------------
                0.00    0.00       3/3           std::_List_node<customer>::_M_valptr() [15]
[13]     0.0    0.00    0.00       3         __gnu_cxx::__aligned_membuf<customer>::_M_ptr() [13]
                0.00    0.00       3/3           __gnu_cxx::__aligned_membuf<customer>::_M_addr() [14]
-----------------------------------------------
                0.00    0.00       3/3           __gnu_cxx::__aligned_membuf<customer>::_M_ptr() [13]
[14]     0.0    0.00    0.00       3         __gnu_cxx::__aligned_membuf<customer>::_M_addr() [14]
-----------------------------------------------
                0.00    0.00       1/3           std::_List_iterator<customer>::operator*() const [78]
                0.00    0.00       1/3           std::__cxx11::_List_base<customer, std::allocator<customer> >::_M_clear() [148]
                0.00    0.00       1/3           std::_List_node<customer>* std::__cxx11::list<customer, std::allocator<customer> >::_M_create_node<customer const&>(customer const&) [152]
[15]     0.0    0.00    0.00       3         std::_List_node<customer>::_M_valptr() [15]
                0.00    0.00       3/3           __gnu_cxx::__aligned_membuf<customer>::_M_ptr() [13]
-----------------------------------------------
                0.00    0.00       1/3           std::__cxx11::list<customer, std::allocator<customer> >::begin() [153]
                0.00    0.00       2/3           std::__cxx11::list<customer, std::allocator<customer> >::end() [41]
[16]     0.0    0.00    0.00       3         std::_List_iterator<customer>::_List_iterator(std::__detail::_List_node_base*) [16]
-----------------------------------------------
                0.00    0.00       1/2           __gthread_mutex_lock(pthread_mutex_t*) [52]
                0.00    0.00       1/2           __gthread_mutex_unlock(pthread_mutex_t*) [53]
[17]     0.0    0.00    0.00       2         __gthread_active_p() [17]
-----------------------------------------------
                0.00    0.00       1/2           customer_registration() [50]
                0.00    0.00       1/2           show_customer_list() [49]
[18]     0.0    0.00    0.00       2         customer::show_customer() [18]
                0.00    0.00       2/2           customer::get_cid() [19]
                0.00    0.00       2/2           customer::get_cname[abi:cxx11]() [20]
                0.00    0.00       2/2           customer::get_email[abi:cxx11]() [21]
                0.00    0.00       2/2           customer::get_phone[abi:cxx11]() [22]
-----------------------------------------------
                0.00    0.00       2/2           customer::show_customer() [18]
[19]     0.0    0.00    0.00       2         customer::get_cid() [19]
-----------------------------------------------
                0.00    0.00       2/2           customer::show_customer() [18]
[20]     0.0    0.00    0.00       2         customer::get_cname[abi:cxx11]() [20]
-----------------------------------------------
                0.00    0.00       2/2           customer::show_customer() [18]
[21]     0.0    0.00    0.00       2         customer::get_email[abi:cxx11]() [21]
-----------------------------------------------
                0.00    0.00       2/2           customer::show_customer() [18]
[22]     0.0    0.00    0.00       2         customer::get_phone[abi:cxx11]() [22]
-----------------------------------------------
                0.00    0.00       1/2           show_customer_list() [49]
                0.00    0.00       1/2           void __gnu_cxx::new_allocator<std::_List_node<customer> >::construct<customer, customer const&>(customer*, customer const&) [72]
[23]     0.0    0.00    0.00       2         customer::customer(customer const&) [23]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator<final_order>::allocator() [30]
[24]     0.0    0.00    0.00       2         __gnu_cxx::new_allocator<final_order>::new_allocator() [24]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator<final_order>::~allocator() [31]
[25]     0.0    0.00    0.00       2         __gnu_cxx::new_allocator<final_order>::~new_allocator() [25]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator<final_order*>::allocator<final_order>(std::allocator<final_order> const&) [32]
[26]     0.0    0.00    0.00       2         __gnu_cxx::new_allocator<final_order*>::new_allocator() [26]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator<final_order*>::~allocator() [33]
[27]     0.0    0.00    0.00       2         __gnu_cxx::new_allocator<final_order*>::~new_allocator() [27]
-----------------------------------------------
                0.00    0.00       2/2           std::_Deque_base<final_order, std::allocator<final_order> >::_M_get_map_allocator() const [29]
[28]     0.0    0.00    0.00       2         std::_Deque_base<final_order, std::allocator<final_order> >::_M_get_Tp_allocator() const [28]
-----------------------------------------------
                0.00    0.00       1/2           std::_Deque_base<final_order, std::allocator<final_order> >::_M_deallocate_map(final_order**, unsigned long) [95]
                0.00    0.00       1/2           std::_Deque_base<final_order, std::allocator<final_order> >::_M_allocate_map(unsigned long) [90]
[29]     0.0    0.00    0.00       2         std::_Deque_base<final_order, std::allocator<final_order> >::_M_get_map_allocator() const [29]
                0.00    0.00       2/2           std::_Deque_base<final_order, std::allocator<final_order> >::_M_get_Tp_allocator() const [28]
                0.00    0.00       2/2           std::allocator<final_order*>::allocator<final_order>(std::allocator<final_order> const&) [32]
-----------------------------------------------
                0.00    0.00       1/2           std::_Vector_base<final_order, std::allocator<final_order> >::_Vector_impl::_Vector_impl() [101]
                0.00    0.00       1/2           std::_Deque_base<final_order, std::allocator<final_order> >::_Deque_impl::_Deque_impl() [88]
[30]     0.0    0.00    0.00       2         std::allocator<final_order>::allocator() [30]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<final_order>::new_allocator() [24]
-----------------------------------------------
                0.00    0.00       1/2           std::_Vector_base<final_order, std::allocator<final_order> >::_Vector_impl::~_Vector_impl() [102]
                0.00    0.00       1/2           std::_Deque_base<final_order, std::allocator<final_order> >::_Deque_impl::~_Deque_impl() [89]
[31]     0.0    0.00    0.00       2         std::allocator<final_order>::~allocator() [31]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<final_order>::~new_allocator() [25]
-----------------------------------------------
                0.00    0.00       2/2           std::_Deque_base<final_order, std::allocator<final_order> >::_M_get_map_allocator() const [29]
[32]     0.0    0.00    0.00       2         std::allocator<final_order*>::allocator<final_order>(std::allocator<final_order> const&) [32]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<final_order*>::new_allocator() [26]
-----------------------------------------------
                0.00    0.00       1/2           std::_Deque_base<final_order, std::allocator<final_order> >::_M_deallocate_map(final_order**, unsigned long) [95]
                0.00    0.00       1/2           std::_Deque_base<final_order, std::allocator<final_order> >::_M_allocate_map(unsigned long) [90]
[33]     0.0    0.00    0.00       2         std::allocator<final_order*>::~allocator() [33]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<final_order*>::~new_allocator() [27]
-----------------------------------------------
                0.00    0.00       1/2           std::deque<final_order, std::allocator<final_order> >::~deque() [132]
                0.00    0.00       1/2           std::deque<final_order, std::allocator<final_order> >::_M_destroy_data_aux(std::_Deque_iterator<final_order, final_order&, final_order*>, std::_Deque_iterator<final_order, final_order&, final_order*>) [128]
[34]     0.0    0.00    0.00       2         std::_Deque_base<final_order, std::allocator<final_order> >::_M_get_Tp_allocator() [34]
-----------------------------------------------
                0.00    0.00       2/2           void std::_Destroy<final_order*>(final_order*, final_order*) [44]
[35]     0.0    0.00    0.00       2         void std::_Destroy_aux<false>::__destroy<final_order*>(final_order*, final_order*) [35]
-----------------------------------------------
                0.00    0.00       1/2           customer::set_cname() [57]
                0.00    0.00       1/2           customer::set_pass() [56]
[36]     0.0    0.00    0.00       2         std::numeric_limits<long>::max() [36]
-----------------------------------------------
                0.00    0.00       2/2           std::_Deque_base<final_order, std::allocator<final_order> >::_M_initialize_map(unsigned long) [96]
[37]     0.0    0.00    0.00       2         std::_Deque_iterator<final_order, final_order&, final_order*>::_M_set_node(final_order**) [37]
                0.00    0.00       2/2           std::_Deque_iterator<final_order, final_order&, final_order*>::_S_buffer_size() [38]
-----------------------------------------------
                0.00    0.00       2/2           std::_Deque_iterator<final_order, final_order&, final_order*>::_M_set_node(final_order**) [37]
[38]     0.0    0.00    0.00       2         std::_Deque_iterator<final_order, final_order&, final_order*>::_S_buffer_size() [38]
